,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,401,402,403,404,405,406,407,408
9,-1,0,0,1,-1,-2,-1,-1,-2,0,1,-1,1,-1,-1,-1,-2,-1,-1,-1,-1,1,-1,-2,-1,-1,0,1,2,-1,-1,1,-2,0,2,-2,-1,2,0,2,1,2,-1,0,-1,-2,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-2,-1,0,0,-1,-1,0,0,-1,0,-2,-1,-2,-3,3,2,-1,0,0,-3,-2,-1,-1,-2,1,0,-2,2,-2,-2,3,0,3,3,0,3,0,0,0,-1,0,-1,1,0,1,-1
10,1,0,0,-1,-1,-1,-2,-2,0,1,1,0,1,0,-2,-1,-2,-1,2,0,-1,-2,2,-2,-2,2,1,0,-1,-1,-2,1,-1,1,2,-1,-2,1,0,2,0,1,-1,0,0,0,-1,-1,2,-1,0,0,-2,1,2,-2,2,-1,0,-2,-1,0,1,1,0,0,-3,2,2,-2,-2,-1,-1,1,-3,2,-2,-2,2,2,1,2,-3,-1,0,3,0,1,1,-3,-3,-3,1,2,0,0,0,-1,-1,-1,1,1,0
11,0,-1,1,-2,-1,-1,-1,-2,-1,1,1,0,1,1,-1,1,-1,-1,2,1,0,0,-1,0,-1,-1,1,0,-2,-1,-2,0,-2,0,1,-1,2,1,-2,2,-1,-2,-2,0,1,-1,-1,0,-1,0,-1,0,0,-2,-1,-1,0,-1,2,-1,-1,-1,-1,-1,0,-1,1,1,-1,-3,-3,0,-1,2,1,1,-3,-3,0,-1,-1,0,-3,0,3,0,-1,0,2,0,0,0,-1,2,0,0,0,-1,1,2,1,0,0
12,1,0,2,-1,1,-2,2,0,-1,1,1,2,1,1,-1,1,-2,2,1,1,1,2,0,-1,-2,0,1,1,0,2,-2,1,2,1,0,1,2,1,0,1,0,1,1,2,1,2,0,1,-1,-1,0,1,1,-2,0,1,1,-1,2,1,0,2,1,0,2,0,0,2,-1,-3,-2,-2,-1,2,-2,3,-3,-1,-1,1,0,0,-3,-1,3,0,-2,0,3,-3,-2,1,-1,0,0,-1,1,-1,2,-1,-2,2,1
13,1,-1,0,-1,1,-1,0,-1,-2,0,2,1,0,0,-1,-1,-2,-1,0,0,0,2,-2,-1,-2,-2,2,2,0,1,-1,1,0,-1,0,-1,2,2,-2,0,0,-1,-2,-1,0,1,0,2,-1,-2,-1,2,0,-2,-2,0,-1,-2,2,0,0,0,2,-1,1,-3,0,1,-3,-3,-3,0,1,2,2,0,-3,-3,0,3,-3,-3,-3,3,3,-3,0,-1,3,-3,3,1,-3,0,3,0,-2,0,1,0,-2,-1,0
14,1,-1,-1,1,0,-1,-1,0,1,-1,-1,1,1,1,1,0,-1,-1,2,1,-1,-1,-2,2,-2,-1,0,0,1,1,-1,1,1,1,1,-2,-2,1,0,1,1,0,-1,1,1,1,-1,-1,2,-1,0,2,-2,-1,2,-2,-1,-1,-1,-2,0,1,1,1,0,-3,-1,1,1,-2,-3,0,-2,1,-2,2,1,1,-1,-2,0,1,1,-2,2,1,2,-1,2,2,0,-1,-3,1,1,1,0,1,0,0,1,0,-2
15,2,0,0,1,-1,-1,-1,-2,-2,-1,0,-1,0,-1,-1,2,-1,-1,2,0,2,-1,1,-2,-2,-1,0,0,1,-2,0,1,-2,-1,0,-2,-1,0,0,2,-1,-1,-1,0,-1,-1,0,-1,-1,-2,0,-1,-1,0,1,-1,-1,-1,-1,-1,1,-2,2,0,1,2,0,0,-2,-3,-3,-1,2,-2,0,0,-2,-1,-1,-1,-3,-2,1,-2,2,-1,-2,0,-2,0,-2,0,3,-2,-2,0,0,1,0,0,1,-1,0
16,2,1,1,-2,2,-1,-1,0,-1,1,1,0,2,0,-2,0,-1,0,1,1,-1,0,-2,-1,0,1,2,0,-1,0,-1,2,-1,1,1,2,-1,2,-1,1,-1,1,0,-1,1,-1,1,-1,-2,0,-1,2,-1,-2,2,-1,1,-1,2,0,-1,0,2,1,1,-2,0,3,-3,-3,-3,0,-3,1,0,3,-3,-3,-3,-3,-2,1,-3,2,3,1,1,-2,2,-3,0,2,1,1,2,-2,-2,-2,1,0,-2,0,1
17,1,0,1,2,0,1,2,-1,0,-1,0,1,2,0,1,1,0,-1,1,1,1,1,-1,0,-2,-1,1,0,2,0,-1,1,-2,-1,1,2,-1,1,2,2,2,1,0,2,2,-2,0,1,0,-1,0,1,1,-2,0,0,-1,0,2,0,2,0,2,2,2,3,-2,2,3,-1,-3,1,2,0,-3,1,3,-1,3,-1,-3,1,-2,1,2,-1,2,2,2,-1,0,2,-3,0,-3,1,-1,0,0,2,1,0,0
18,-1,-2,1,0,1,-1,1,-1,0,2,1,2,1,2,-1,2,-1,0,1,1,0,0,-2,2,0,-2,1,1,-1,1,-1,0,1,2,2,0,2,1,2,2,2,0,2,2,0,1,-1,2,-1,-2,1,2,-1,1,2,1,2,-1,2,2,1,1,2,2,1,2,-2,3,0,-3,-3,-3,-1,3,-3,3,-3,-3,-3,-3,0,0,-3,3,3,1,-3,1,3,-3,1,3,3,1,3,-1,1,-1,1,-2,-2,2,0
19,2,0,2,-1,1,-1,1,-1,-1,2,1,0,1,2,-1,2,-2,0,2,2,-1,0,-1,-1,0,0,2,1,-1,-1,-1,2,-2,1,2,-1,-1,1,-1,1,0,-1,-1,1,1,0,1,0,-1,-1,1,1,0,-1,0,-1,1,-1,1,-1,0,-1,1,1,2,1,-2,2,0,2,-3,-1,0,1,2,1,0,-2,1,-2,-2,2,-1,0,3,-1,-1,3,2,-1,-2,1,2,1,-1,0,-1,-1,1,-1,0,1,2
20,1,1,0,1,0,-1,0,0,0,2,1,0,0,1,-1,2,-1,0,2,1,-1,0,0,2,-1,-1,0,2,1,0,-1,1,-1,1,2,-2,-2,1,-1,2,1,1,0,2,0,1,0,1,0,-1,0,1,0,1,1,2,1,1,0,2,1,0,2,0,0,-2,-3,1,-3,-1,1,1,2,0,-1,3,-3,-3,2,2,1,3,-1,0,2,2,3,1,2,3,-2,2,-1,1,3,-2,-1,-1,0,0,0,-1,1
21,1,2,0,1,0,-2,-1,-2,-1,1,2,0,1,2,-2,0,-2,0,1,1,1,-1,1,0,-2,1,1,1,-1,0,-1,1,1,2,2,-1,1,2,1,2,1,1,0,1,2,1,1,-1,-1,-1,1,2,-1,0,2,-2,1,-2,2,1,0,0,2,2,0,-3,-1,2,-1,-1,-3,1,-1,-2,-3,2,3,-2,3,1,0,1,-2,1,2,1,1,-2,1,-3,-2,-2,-3,-1,-1,-1,1,0,0,0,1,0,0
22,0,-2,1,-2,0,-2,-1,2,2,0,2,-1,-1,2,-2,-2,-2,0,0,0,0,-1,-1,-2,-2,0,1,2,-2,1,-1,0,-2,2,1,-1,1,1,0,1,-1,-1,-2,-1,-1,1,-1,-1,-2,-1,0,0,-1,-2,1,1,0,-2,1,-1,-2,-1,2,-1,2,-3,3,0,-2,-2,-3,-2,-2,-2,0,1,-3,-3,-3,3,2,3,-2,0,2,3,-3,-1,2,2,0,3,3,3,1,1,1,-1,0,0,-1,0,0
23,1,1,-1,0,0,-2,2,-1,0,2,2,2,2,1,0,0,-2,1,2,1,0,-1,0,-2,0,1,2,0,-1,1,-2,2,-1,0,0,1,2,1,1,2,1,2,0,1,2,1,1,2,0,1,0,0,0,1,1,0,2,-1,2,1,-1,2,2,0,2,-2,-1,2,0,-3,-3,-2,0,1,-1,3,-3,0,1,-1,-3,3,-3,-3,3,2,2,-1,3,-2,0,3,3,3,3,-1,0,0,2,0,-1,0,2
24,1,2,1,-1,1,0,-1,0,1,-1,1,2,2,2,0,2,0,2,1,1,0,1,-1,1,-2,1,0,1,0,2,-1,1,-2,1,1,1,1,1,2,1,1,2,2,0,1,-2,-1,0,1,2,1,0,-1,-2,2,0,0,0,0,-2,2,2,0,2,0,-3,-3,0,-3,-3,-3,2,1,1,1,1,-3,-3,-3,0,0,0,0,0,0,3,-3,1,-1,0,-3,-1,1,3,0,-2,2,2,2,2,2,2,2
25,-1,0,1,-1,0,-1,-1,1,0,1,1,0,-1,2,-1,-1,-2,0,1,1,-1,1,0,-2,-1,0,0,1,-2,0,-1,-1,-2,1,2,-1,-1,0,1,0,0,-1,0,0,-1,0,-1,0,-1,-1,1,1,-2,-1,0,0,0,-1,-1,-1,-2,0,0,0,1,1,0,2,0,-2,-3,-1,-1,1,-2,1,-3,-2,-2,0,1,-1,-2,1,2,2,-2,2,3,-1,1,2,0,1,-1,0,0,-1,1,0,1,1,1
26,1,0,-1,-1,1,-1,-1,-2,0,2,1,0,-1,1,-1,1,-1,0,2,0,0,-1,2,-2,-1,2,0,-1,-1,-2,-2,0,-1,1,0,-1,1,-1,-1,1,-1,0,-1,0,1,0,1,-1,-2,-2,0,1,-1,0,2,2,2,-1,2,-1,-1,-2,1,0,-1,-2,-1,2,-1,-3,-3,-1,0,2,0,1,-2,-3,1,-2,-3,2,-1,1,3,0,1,2,2,0,2,0,-2,3,-2,0,-1,1,-1,0,1,-1,-1
27,0,0,0,-1,0,-1,1,-1,-1,-1,1,0,1,0,-1,-1,-2,0,2,1,-1,0,-1,-2,-2,-1,1,1,-1,0,-1,1,-2,1,0,2,-1,2,-1,2,-1,-1,-1,-1,1,1,1,0,-1,-1,1,1,-2,-1,2,-1,-1,-1,0,1,0,-1,0,0,0,-1,0,0,0,-3,-3,-2,-2,3,-2,2,1,-3,0,0,-3,1,0,0,3,2,2,1,3,-3,-1,2,3,-2,0,-2,0,0,1,0,-2,1,0
28,2,0,0,-1,0,-2,0,-2,-1,1,2,0,0,1,-2,0,-2,0,2,0,1,0,1,-2,-1,1,2,1,-1,0,-2,2,0,1,1,-1,1,2,-1,1,-1,0,0,0,1,1,1,0,-2,-1,1,0,0,-2,0,-1,1,-2,2,0,1,0,2,1,1,-3,-3,2,-2,-3,-3,-2,-2,2,1,2,-2,-3,-2,2,-2,2,-2,-1,3,-2,-1,0,3,-2,0,2,-2,2,0,0,2,-1,1,0,1,0,0
29,-1,-2,0,0,-2,-1,-1,0,-2,1,0,-1,1,1,0,1,-2,1,-1,-1,-1,-1,-2,0,-2,-2,0,1,1,0,0,0,-2,1,1,0,-2,1,1,-1,-1,-1,0,0,0,-1,-1,2,0,-2,0,-1,-2,-1,-1,-2,-1,-1,1,-1,-1,-1,-1,-1,0,-3,-2,-2,0,2,-1,-1,-2,-1,1,1,3,1,1,-1,0,3,2,0,-2,-3,-1,0,-3,1,-1,-2,1,-1,1,0,-1,0,0,0,1,-1,-1
30,1,0,1,-1,1,-1,1,0,-1,1,2,1,0,1,-1,1,-2,1,1,1,1,2,0,1,-1,0,1,2,-2,1,-1,1,-2,0,1,1,0,2,-1,2,-1,0,-1,0,0,1,0,1,-1,0,0,1,1,-1,0,0,1,-2,1,0,-1,1,1,0,1,2,-2,1,-1,-3,-3,-2,0,1,-2,2,-2,-1,1,2,0,1,-1,0,3,2,0,1,3,-1,-2,2,1,2,0,0,1,0,2,-1,0,-2,0
31,1,0,2,-2,0,-1,2,1,0,1,-1,2,2,1,-1,0,-1,1,2,2,-1,1,1,-1,-2,1,0,-1,-1,1,-2,1,1,1,0,2,-2,1,2,2,2,2,2,1,2,1,-2,2,-1,0,-2,1,-1,-1,2,-1,2,0,2,0,-2,1,2,0,0,-3,0,2,-2,-3,-3,-2,1,2,-1,3,-1,0,2,1,1,1,-3,1,3,1,-2,-3,2,-3,2,1,3,3,0,0,2,-2,1,-2,0,1,2
32,0,0,1,-1,0,-1,1,0,1,-1,1,1,0,2,-1,0,-2,1,0,1,1,1,-1,2,-1,-1,0,1,-1,0,-1,1,0,1,1,0,-1,0,0,0,1,-1,-2,1,-1,1,0,1,-2,-1,1,1,1,-1,0,0,-1,-1,2,0,0,0,1,0,1,-2,0,2,-2,-3,-3,-1,-2,2,-2,2,-2,-2,-1,0,-2,1,-2,1,3,-1,1,0,2,1,3,1,-1,0,0,1,0,1,1,0,1,1,1
33,1,1,1,-1,0,-1,0,-1,0,-1,1,0,1,1,-1,0,-1,0,0,1,1,1,0,-1,-1,-1,1,1,-1,0,-1,0,1,1,2,1,2,1,1,2,0,0,-1,1,1,0,0,1,-1,0,1,2,1,-1,0,0,2,-2,2,1,-2,-1,1,0,1,-2,-1,2,-2,-3,-2,-1,-1,2,-3,1,-1,-2,-1,3,2,1,-2,2,3,3,2,-3,3,-1,0,2,-2,2,0,0,0,1,1,0,0,1,1
34,-1,1,0,-1,0,-1,-1,0,-1,2,1,0,-1,1,-1,-1,-2,-1,2,1,0,2,-1,-2,0,-1,1,2,-1,0,-1,1,-1,1,0,-2,0,1,2,0,1,0,-1,1,-1,-1,1,0,-2,-1,0,1,2,-1,1,-1,0,-2,-2,0,0,-1,1,0,1,-1,-2,0,-2,-3,-1,0,-2,2,-2,2,-2,-3,0,1,-1,-3,-2,-1,2,-1,-2,0,2,0,1,2,1,1,0,0,2,-1,-1,-2,-1,1,0
35,-2,0,-1,-1,2,0,1,-1,2,2,2,1,0,2,-2,0,-2,0,2,1,-2,2,1,-2,0,2,2,2,-2,0,-2,2,0,1,-2,2,2,2,1,2,0,2,1,2,0,2,0,-2,-2,0,2,-1,2,-2,2,-2,2,-2,2,2,-2,0,2,1,2,-1,-2,3,1,-3,-3,-1,-2,3,1,3,0,-3,-3,-1,0,-2,0,-1,3,3,-3,1,3,-2,0,2,3,1,2,-1,0,1,2,-2,1,1,0
36,1,0,2,-1,0,-1,1,-1,-1,-1,1,2,0,1,-1,-1,-1,1,1,1,0,2,1,0,1,1,1,2,-1,1,-1,0,1,1,2,2,1,2,0,0,-1,0,-2,0,1,1,0,2,-1,0,0,2,1,-2,1,2,0,-1,2,-1,-1,1,1,-1,2,0,1,2,-2,-3,-2,-1,-3,3,-3,2,-2,-2,-2,2,-2,0,-2,1,3,-1,1,2,3,-1,-1,2,-1,0,-1,-1,0,0,1,-1,-1,1,1
37,1,0,0,-1,1,-1,0,1,1,0,0,1,0,2,0,1,0,0,1,0,0,1,2,-1,0,1,1,0,1,-1,-1,0,0,1,2,-1,-2,1,1,2,1,0,2,0,0,-1,0,2,2,1,-2,1,0,0,0,-1,1,-2,0,-1,-1,0,1,2,1,-2,1,2,3,-3,-3,-2,-1,2,0,2,0,-1,2,-3,-2,2,0,-1,2,2,2,0,2,0,-3,2,-2,0,-2,0,-1,0,1,1,2,1,1
38,1,1,1,1,0,-2,0,-1,1,1,1,0,1,1,-1,1,-2,1,2,1,1,1,1,-2,-1,1,1,1,-1,-1,-2,0,-1,1,2,0,0,2,-1,2,-1,0,-1,0,1,-1,0,0,-1,0,1,0,0,-1,1,0,1,-1,2,0,1,1,1,0,1,2,-1,1,-2,-3,-3,1,1,2,1,2,1,1,1,2,-2,0,-2,0,3,2,2,2,2,1,-1,0,-2,0,-2,0,-1,1,1,0,1,0,0
39,-2,0,1,0,1,-1,-1,-1,0,-1,2,-1,0,-2,-1,-1,-1,0,0,1,1,1,0,2,0,-1,1,2,0,-1,-1,2,0,1,-1,2,-1,2,2,0,-2,0,-1,-1,0,-2,-1,0,-2,-1,0,1,0,-1,-2,1,-1,-1,2,-1,-1,-1,0,1,1,1,-2,2,1,0,1,3,-2,-1,1,0,-2,-3,-2,-2,-3,1,-1,1,1,0,1,1,0,-2,0,2,-1,0,0,-1,1,0,0,0,-1,-1,1
40,1,1,2,0,1,-1,0,0,1,0,1,1,1,1,-2,1,-1,0,2,1,2,1,0,-2,-1,1,2,2,-1,0,-1,1,0,2,0,1,-1,1,0,1,-1,1,-1,0,0,1,1,0,-1,0,1,1,1,0,2,0,2,2,1,0,1,0,2,1,2,0,-2,3,-1,-3,-3,-1,1,2,-1,3,1,0,2,0,-2,1,-3,3,3,1,-1,1,3,-2,-1,1,0,2,-2,0,1,1,1,1,0,1,1
41,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-1,-2,-2,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-2,-3,-3,-3,-3,-2,-2,-3,-3,-3,-3,-2,-3,-3,-2,-2,1,-1,0,0,-2,-2
42,0,1,2,1,1,-1,2,0,0,2,1,2,1,1,-1,0,-1,1,1,2,1,1,1,2,0,1,1,1,0,2,-1,1,1,1,1,-1,0,2,1,1,0,0,-1,0,1,1,1,1,1,1,2,2,1,1,-1,1,0,-2,2,1,2,2,1,0,2,-2,2,2,-1,-2,-3,-2,-1,0,-2,2,0,-3,-2,-2,0,-1,-2,2,2,1,-1,0,2,-2,1,0,-2,0,1,0,-1,0,2,-1,-1,2,2
43,-1,0,0,-1,-2,-2,-1,-2,-1,1,0,-1,-1,-1,-2,0,-2,-2,-1,-2,-1,-1,-2,-2,-2,-2,0,0,-1,-2,-1,0,-2,-1,-1,-2,0,-1,-1,-1,-1,-1,-2,-1,-1,-2,-1,0,-2,-1,-2,0,-1,-2,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,0,-1,-1,-1,1,0,-1,0,-2,-1,0,0,-1,0,0,-1,0,-1,0,0,0,-2,-1,0,1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0
44,2,2,0,0,-1,-2,-1,-1,1,2,2,-1,0,2,-2,0,-2,-1,2,0,0,0,0,-1,-1,-1,0,2,-2,-1,-2,0,-1,1,2,0,-2,1,-1,2,0,0,0,-1,2,-1,1,0,0,1,0,0,-1,-2,-2,-1,0,-1,2,-1,-1,-1,1,0,-1,0,0,0,0,-1,-3,-2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,0,3,0,0,-1,-1,-1,-1,0,0,0,-2
45,2,1,1,-1,0,-2,0,-2,-1,0,1,1,0,2,-2,-1,-2,1,2,1,1,-1,-1,0,-1,-1,2,2,-1,1,-2,1,0,1,-1,-1,1,2,1,2,0,1,1,0,1,1,2,1,-2,0,1,0,-1,-2,-1,-1,1,-1,0,0,0,1,1,1,1,2,-2,1,-1,-3,-3,1,-1,3,-2,2,-2,-2,0,2,-2,2,-2,2,2,0,0,2,2,2,2,2,-3,2,-1,-1,0,-1,1,0,-1,0,1
46,0,-1,0,-1,0,-1,-2,0,1,-1,1,-2,-1,1,-1,0,-1,-1,1,-1,0,0,-1,-2,-2,-1,0,1,-2,-1,-1,0,-1,0,1,2,-2,1,-1,1,-1,-1,-1,0,1,1,-1,0,-1,-2,1,-1,-2,-1,0,-1,0,-2,2,0,-1,0,1,-1,1,0,0,0,-2,-2,-2,-1,-2,1,-1,0,-1,-2,0,-1,1,0,2,0,3,1,1,-1,1,0,2,0,1,1,2,0,-1,1,1,1,1,-1,-1
47,1,0,0,-1,1,-1,1,0,1,1,0,2,1,1,0,-1,-2,1,1,2,-1,0,-1,-1,-1,0,1,1,2,1,-1,0,-1,1,2,-1,-1,1,0,2,0,-1,1,0,1,2,0,0,0,-1,1,0,-1,-1,2,-1,0,1,0,-1,0,2,0,-1,0,1,0,3,2,1,0,2,0,1,-2,2,-2,-1,-2,-1,-2,1,-2,2,1,2,1,-1,0,-2,-1,2,2,1,-1,-1,0,-1,2,1,0,1,1
48,0,1,-2,-1,-1,-1,-1,-1,1,-2,1,-1,0,2,-1,0,-1,-1,1,0,-1,-1,-1,-2,-2,-1,0,1,-2,-1,-2,1,-1,0,-2,-2,2,1,1,1,0,-1,-1,0,1,0,0,1,-1,1,-1,0,0,0,2,0,0,-1,1,0,1,-1,0,0,1,-1,-1,1,-3,-3,-3,-1,-3,1,1,2,-3,-3,-2,1,-2,0,-2,0,2,1,1,-1,3,-2,-1,2,-3,1,2,-1,1,-1,-1,0,-1,0,-1
49,0,1,2,-1,1,-1,2,-1,-1,2,1,1,1,1,-1,1,-2,0,0,1,1,1,0,0,-1,-1,2,2,-1,0,-1,1,2,0,1,0,0,0,1,0,-1,0,-1,1,1,1,0,2,-1,-1,1,2,1,-1,-1,0,-1,-2,1,-1,0,0,1,1,1,1,-2,2,-2,-3,-3,1,-1,1,0,3,-2,-3,-2,-1,2,2,-2,2,3,0,1,0,2,0,-1,1,-1,1,1,1,0,0,2,0,1,1,2
50,2,1,1,-1,2,-2,-1,0,-1,0,1,0,1,2,-2,1,-2,-1,1,1,0,-1,1,-2,-2,1,2,2,-2,0,-2,1,-1,1,0,1,1,2,-1,1,-1,1,-1,1,-1,-1,1,0,-2,1,2,1,-1,-1,2,1,2,-2,2,2,-1,-1,2,2,1,2,1,3,-1,-3,-3,-1,0,3,-2,3,1,-2,0,0,-2,2,-2,0,2,2,-1,1,2,-2,-2,1,1,2,1,-1,-1,0,0,-1,0,1,0
51,0,-1,1,-1,-1,0,-2,-1,1,-1,0,1,-1,2,1,-2,0,-1,2,1,0,-2,2,-2,-2,0,1,0,-1,-2,-2,-1,-1,1,2,1,1,0,1,2,2,0,1,0,-1,-1,0,0,-1,-1,0,0,1,1,2,-2,1,-1,2,1,-1,-2,0,-2,2,-2,-1,-1,-2,-3,-3,0,-2,2,-3,1,-2,-2,0,0,-2,-2,-2,1,3,1,2,0,3,-3,0,2,-3,-1,0,0,0,1,1,1,2,-1,0
52,1,1,0,-1,1,-1,-1,0,1,1,1,0,1,1,1,1,-1,-1,2,2,0,0,1,-1,-2,0,2,1,0,0,-1,1,-1,2,1,0,0,1,-1,2,1,0,-1,1,0,0,0,-1,0,0,0,0,-1,-1,0,-1,1,-2,1,-1,-1,0,1,0,0,0,0,1,0,-2,-3,-1,-2,1,-2,1,-2,-2,-1,-1,-2,-1,-1,0,2,1,-1,-1,3,0,-1,2,-3,1,1,0,-1,0,0,0,0,0,-1
53,0,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,1,2,0,0,-1,-1,0,1,-1,-1,-1,0,-2,-2,1,1,0,-1,0,0,-2,-1,2,-1,-2,1,-2,0,1,1,-1,-1,0,-1,0,0,1,-1,-1,0,-1,0,0,1,1,0,2,-1,0,-1,-1,0,-1,0,0,1,1,0,1,0,0,-1,-1,1,0,-2,-1,-1,-1,0,0,-1,0,-2,1,0,0,-1,-1,-1,1,1,0,1,-1,0,-1,1,0,-1,-1
